"","Cast.Ballot","Represented","Close.To.Party","Contacted","log.Magnitude","Age","Age.Squared.by.100","Male","Education","Married","Union.Member","Household.Income","Rural","Small.Town","Suburb","White.Collar","Worker","Hakka","MinNan","Mainlander"
"60732",1,0,0,1,2.39789527279837,50,25,1,5,1,1,1,1,0,0,NA,NA,0,1,0
"60733",1,0,0,0,2.19722457733622,75,56.25,0,1,1,0,1,1,0,0,NA,NA,0,0,1
"60734",1,1,0,0,2.30258509299405,83,68.89,0,4,0,0,NA,0,0,0,NA,NA,0,1,0
"60735",1,NA,0,0,1.70474809223843,38,14.44,0,1,1,0,1,0,0,0,NA,NA,0,1,0
"60736",1,0,1,1,2.30258509299405,29,8.41,0,8,0,0,5,0,0,0,1,0,0,1,0
"60737",1,0,1,0,2.30258509299405,36,12.96,0,8,1,0,5,0,0,0,1,0,0,1,0
"60738",0,NA,NA,0,1.79175946922805,71,50.41,0,1,1,0,1,1,0,0,NA,NA,0,1,0
"60739",1,0,0,1,2.19722457733622,54,29.16,0,3,1,0,1,0,0,1,NA,NA,0,1,0
"60740",1,0,0,0,2.19722457733622,73,53.29,1,3,1,0,1,0,0,1,NA,NA,0,0,1
"60741",1,0,NA,0,2.19722457733622,48,23.04,0,3,1,0,1,0,0,1,NA,NA,0,0,0
"60742",1,0,0,1,2.19722457733622,52,27.04,1,6,1,0,3,0,0,1,1,0,0,1,0
"60743",1,0,0,1,2.19722457733622,53,28.09,1,5,1,0,1,0,0,1,0,1,0,1,0
"60744",1,0,0,1,2.07944154167984,51,26.01,0,3,1,0,2,1,0,0,NA,NA,0,1,0
"60745",1,0,0,1,2.19722457733622,43,18.49,0,1,1,1,5,0,0,1,0,0,0,1,0
"60746",1,0,1,1,1.79175946922805,50,25,1,7,1,1,NA,0,0,1,NA,NA,0,1,0
"60747",1,1,1,0,2.19722457733622,49,24.01,0,8,1,0,5,0,0,1,1,0,0,1,0
"60748",0,0,1,1,1.70474809223843,45,20.25,0,8,1,0,5,0,0,0,1,0,1,0,0
"60749",1,1,1,1,2.19722457733622,51,26.01,1,5,1,0,NA,0,0,1,1,0,1,0,0
"60750",1,1,1,1,1.70474809223843,44,19.36,0,6,1,1,NA,0,0,0,1,0,0,1,0
"60751",1,1,1,1,2.30258509299405,43,18.49,0,6,1,1,NA,0,0,0,1,0,0,1,0
"60752",1,1,1,1,0,26,6.76,1,7,0,0,NA,0,0,1,1,0,0,1,0
"60753",1,0,0,1,2.30258509299405,40,16,0,8,1,0,5,0,0,0,1,0,1,0,0
"60754",1,0,1,1,1.79175946922805,25,6.25,0,6,0,0,1,0,0,1,1,0,0,1,0
"60755",0,0,0,0,1.79175946922805,22,4.84,1,5,0,0,3,0,0,1,NA,NA,0,1,0
"60756",1,NA,0,0,1.70474809223843,30,9,1,6,0,0,NA,0,0,0,0,1,0,1,0
"60757",1,0,0,0,1.94591014905531,72,51.84,1,6,1,1,1,0,0,1,NA,NA,0,0,1
"60758",1,0,0,0,2.30258509299405,49,24.01,0,8,1,0,3,0,0,0,1,0,0,1,0
"60759",1,NA,0,0,1.70474809223843,68,46.24,0,2,1,0,NA,0,0,0,NA,NA,0,1,0
"60760",1,0,0,1,1.70474809223843,35,12.25,0,6,0,0,NA,0,0,0,1,0,0,0,1
"60761",1,NA,0,0,2.30258509299405,57,32.49,0,8,1,0,5,0,0,0,1,0,0,1,0
"60762",0,0,0,1,2.30258509299405,47,22.09,1,7,1,1,5,0,0,0,1,0,0,1,0
"60763",1,0,0,1,2.30258509299405,44,19.36,0,8,1,0,5,0,0,0,1,0,0,1,0
"60764",0,0,0,0,1.94591014905531,24,5.76,1,7,0,0,5,0,0,1,1,0,0,1,0
"60765",1,0,0,1,2.30258509299405,46,21.16,0,6,1,1,5,0,0,1,0,1,0,1,0
"60766",1,0,0,1,0.693147180559945,25,6.25,1,6,0,0,2,0,0,1,NA,NA,0,1,0
"60767",0,0,0,1,1.38629436111989,22,4.84,0,7,0,0,1,0,1,0,NA,NA,0,1,0
"60768",1,NA,1,1,1.38629436111989,34,11.56,0,6,1,0,2,0,1,0,1,0,1,0,0
"60769",1,NA,0,1,2.30258509299405,60,36,0,6,1,0,3,0,0,0,NA,NA,0,0,1
"60770",1,0,NA,1,2.30258509299405,71,50.41,0,3,1,0,1,0,0,0,NA,NA,0,0,1
"60771",0,1,1,1,2.39789527279837,33,10.89,1,6,0,0,NA,1,0,0,1,0,0,1,0
"60772",1,0,0,1,2.30258509299405,50,25,0,6,1,0,3,0,0,1,1,0,0,1,0
"60773",1,1,1,1,2.19722457733622,65,42.25,1,1,1,0,1,0,1,0,NA,NA,0,1,0
"60774",0,0,NA,0,0.693147180559945,74,54.76,0,1,0,0,NA,1,0,0,0,0,0,0,0
"60775",1,1,1,1,1.70474809223843,46,21.16,1,6,1,1,3,0,0,0,1,0,0,1,0
"60776",1,0,0,1,1.09861228866811,31,9.61,0,8,1,0,3,0,0,1,1,0,0,1,0
"60777",1,0,0,1,1.38629436111989,30,9,1,5,0,0,1,0,1,0,0,0,0,1,0
"60778",0,1,0,0,2.30258509299405,22,4.84,0,6,0,0,NA,0,0,0,NA,NA,0,1,0
"60779",1,0,1,1,2.30258509299405,51,26.01,0,8,1,0,5,0,0,0,1,0,0,1,0
"60780",0,1,1,1,2.30258509299405,27,7.29,0,7,0,0,5,0,0,0,1,0,0,1,0
"60781",0,0,1,0,1.70474809223843,33,10.89,1,8,0,0,NA,0,0,0,1,0,0,1,0
"60782",1,0,0,1,2.19722457733622,36,12.96,0,7,1,0,NA,0,0,1,NA,NA,0,0,1
"60783",0,0,0,1,2.07944154167984,24,5.76,0,7,0,0,2,1,0,0,NA,NA,0,1,0
"60784",1,1,1,1,2.19722457733622,27,7.29,1,6,0,0,NA,0,0,1,0,1,0,1,0
"60785",1,1,1,1,0.693147180559945,48,23.04,1,7,1,1,4,0,0,1,1,0,0,1,0
"60786",1,1,0,1,2.30258509299405,50,25,1,3,1,0,3,0,0,1,0,1,0,1,0
"60787",1,1,1,0,1.70474809223843,24,5.76,1,6,1,1,1,0,0,0,1,0,0,1,0
"60788",1,1,1,1,0,76,57.76,1,3,1,0,1,0,0,1,NA,NA,0,1,0
"60789",1,0,0,1,0.693147180559945,47,22.09,1,3,1,0,1,1,0,0,NA,NA,1,0,0
"60790",1,NA,0,1,0.693147180559945,75,56.25,0,1,1,0,NA,1,0,0,NA,NA,0,1,0
"60791",0,0,0,1,2.30258509299405,47,22.09,0,6,1,0,NA,0,0,0,1,0,0,1,0
"60792",1,1,1,0,2.30258509299405,68,46.24,0,5,1,0,2,0,0,0,1,0,0,1,0
"60793",1,1,1,1,2.19722457733622,44,19.36,0,6,1,0,2,0,0,1,NA,NA,0,0,1
"60794",1,1,1,1,2.19722457733622,35,12.25,0,NA,1,1,NA,0,0,1,1,0,0,1,0
"60795",0,0,1,1,1.38629436111989,29,8.41,1,5,0,0,1,0,1,0,0,1,0,1,0
"60796",0,0,1,1,2.19722457733622,37,13.69,0,5,0,1,NA,0,0,1,NA,NA,0,1,0
"60797",1,0,0,1,1.38629436111989,34,11.56,1,5,1,0,1,0,1,0,0,1,0,1,0
"60798",1,0,0,0,2.19722457733622,54,29.16,1,3,1,0,4,0,0,1,1,0,0,1,0
"60799",1,NA,0,1,2.19722457733622,84,70.56,0,3,1,0,NA,0,0,1,NA,NA,0,1,0
"60800",1,0,0,1,2.19722457733622,56,31.36,0,5,1,1,NA,0,0,1,1,0,0,1,0
"60801",1,0,0,0,2.30258509299405,28,7.84,0,8,0,0,5,0,0,0,1,0,0,1,0
"60802",0,0,0,0,2.30258509299405,60,36,0,1,1,0,1,0,0,0,NA,NA,1,0,0
"60803",1,0,1,1,2.19722457733622,22,4.84,1,7,0,0,4,0,0,1,1,0,0,1,0
"60804",1,1,1,1,2.19722457733622,38,14.44,1,6,1,0,2,0,0,1,1,0,0,1,0
"60805",1,0,0,1,2.19722457733622,48,23.04,0,3,1,1,NA,0,0,1,NA,NA,0,1,0
"60806",0,1,1,1,0,33,10.89,0,6,1,0,NA,0,0,1,1,0,0,1,0
"60807",1,1,1,0,2.30258509299405,54,29.16,1,7,1,0,NA,0,0,0,1,0,0,0,1
"60808",0,0,1,1,1.70474809223843,22,4.84,0,7,0,0,3,0,0,0,1,0,0,1,0
"60809",1,1,0,1,2.30258509299405,39,15.21,1,6,1,0,3,0,0,1,0,1,0,1,0
"60810",1,NA,0,0,2.30258509299405,46,21.16,1,7,1,0,4,0,0,1,1,0,1,0,0
"60811",1,NA,1,1,2.30258509299405,62,38.44,1,1,1,1,NA,0,0,0,NA,NA,0,0,1
"60812",1,0,0,1,1.79175946922805,53,28.09,0,1,1,0,2,0,0,1,NA,NA,0,1,0
"60813",1,0,0,1,1.09861228866811,61,37.21,1,5,1,0,NA,1,0,0,NA,NA,1,0,0
"60814",1,0,0,1,2.19722457733622,51,26.01,1,7,1,0,3,0,0,1,1,0,0,1,0
"60815",1,0,0,1,2.30258509299405,23,5.29,1,6,0,0,3,0,0,0,1,0,0,1,0
"60816",1,0,0,1,2.19722457733622,31,9.61,0,7,1,0,5,1,0,0,1,0,0,1,0
"60817",1,1,1,0,2.19722457733622,49,24.01,0,6,1,0,2,0,0,1,NA,NA,0,1,0
"60818",1,0,0,1,2.30258509299405,45,20.25,1,8,1,1,5,0,0,0,1,0,0,0,1
"60819",1,NA,0,1,1.79175946922805,59,34.81,0,1,1,0,NA,1,0,0,NA,NA,0,0,1
"60820",1,0,0,1,1.79175946922805,46,21.16,1,5,1,0,1,1,0,0,NA,NA,0,1,0
"60821",1,0,0,0,2.30258509299405,46,21.16,1,6,1,0,2,0,0,0,0,1,0,0,1
"60822",1,NA,1,1,2.30258509299405,47,22.09,1,8,1,0,3,0,0,0,1,0,0,0,1
"60823",1,1,0,1,1.79175946922805,44,19.36,1,5,0,0,NA,1,0,0,0,0,0,1,0
"60824",1,0,0,1,1.79175946922805,82,67.24,1,1,1,0,NA,1,0,0,NA,NA,0,1,0
"60825",0,0,1,1,1.94591014905531,28,7.84,0,7,0,0,4,0,0,1,1,0,0,1,0
"60826",0,1,1,1,2.56494935746154,46,21.16,0,6,1,1,2,0,0,1,1,0,1,0,0
"60827",1,1,1,1,1.09861228866811,52,27.04,1,3,1,0,2,0,0,1,NA,NA,0,1,0
"60828",1,0,0,1,2.19722457733622,51,26.01,0,6,1,0,4,0,0,1,1,0,0,1,0
"60829",0,0,0,1,2.19722457733622,37,13.69,1,5,1,0,NA,0,0,1,0,1,0,1,0
"60830",1,NA,0,1,2.19722457733622,22,4.84,0,7,0,0,2,1,0,0,NA,NA,0,1,0
"60831",1,NA,0,1,2.19722457733622,55,30.25,0,8,0,0,3,1,0,0,1,0,0,1,0
"60832",1,0,0,1,2.30258509299405,58,33.64,0,8,1,0,4,0,0,0,NA,NA,0,1,0
"60833",1,NA,0,0,0,67,44.89,0,1,0,0,NA,0,0,1,NA,NA,0,1,0
"60834",0,0,0,1,1.79175946922805,36,12.96,0,8,0,0,5,0,0,1,1,0,0,1,0
"60835",1,0,1,1,2.19722457733622,38,14.44,1,5,1,0,NA,0,1,0,0,1,0,1,0
"60836",1,0,NA,1,2.19722457733622,64,40.96,0,1,1,0,NA,0,0,1,NA,NA,0,1,0
"60837",1,0,0,1,2.56494935746154,27,7.29,1,8,0,0,5,0,0,1,1,0,1,0,0
"60838",1,1,1,1,1.38629436111989,33,10.89,1,7,1,0,4,0,0,1,1,0,0,0,1
"60839",1,1,1,0,1.38629436111989,43,18.49,1,3,1,1,2,0,0,1,1,0,0,1,0
"60840",1,0,0,1,1.94591014905531,45,20.25,1,7,1,0,4,0,0,1,1,0,0,1,0
"60841",1,0,1,1,1.38629436111989,53,28.09,0,8,0,0,5,0,0,1,NA,NA,0,1,0
"60842",1,0,0,1,2.30258509299405,44,19.36,0,8,1,0,5,0,0,0,1,0,0,0,1
"60843",1,0,1,1,2.30258509299405,46,21.16,0,6,1,0,4,0,0,0,NA,NA,0,1,0
"60844",1,NA,0,0,2.30258509299405,61,37.21,0,1,1,0,NA,0,0,1,1,0,0,1,0
"60845",1,0,0,1,2.30258509299405,28,7.84,1,7,1,1,1,0,0,1,0,1,0,1,0
"60846",1,0,1,1,0,33,10.89,0,6,1,0,NA,0,0,1,1,0,0,1,0
"60847",1,0,0,1,2.30258509299405,39,15.21,1,6,1,0,NA,0,0,1,1,0,0,1,0
"60848",1,1,1,1,2.19722457733622,43,18.49,0,5,1,0,2,0,0,1,0,1,0,1,0
"60849",0,1,1,0,1.38629436111989,24,5.76,1,8,0,0,4,0,1,0,1,0,0,1,0
"60850",0,0,1,0,0,36,12.96,0,1,1,0,1,0,0,1,0,1,0,1,0
"60851",1,0,1,0,0,75,56.25,1,1,1,0,1,0,0,1,NA,NA,0,1,0
"60852",1,0,0,1,1.38629436111989,30,9,0,7,0,0,NA,0,0,1,1,0,0,1,0
"60853",1,NA,0,1,0,79,62.41,1,1,1,0,1,0,0,1,NA,NA,0,1,0
"60854",1,0,0,0,2.07944154167984,33,10.89,1,8,1,0,5,0,0,1,1,0,0,1,0
"60855",1,1,1,1,2.19722457733622,49,24.01,1,8,1,1,5,0,0,1,1,0,0,1,0
"60856",1,0,0,1,2.07944154167984,29,8.41,0,6,1,1,1,0,0,1,1,0,0,1,0
"60857",0,0,0,1,2.07944154167984,26,6.76,1,7,0,0,2,0,0,1,1,0,0,1,0
"60858",1,0,0,1,2.07944154167984,31,9.61,1,8,1,1,3,0,0,1,1,0,0,1,0
"60859",1,1,1,1,2.07944154167984,38,14.44,1,7,1,1,4,0,0,1,1,0,0,1,0
"60860",0,NA,1,1,1.70474809223843,30,9,1,7,1,0,1,0,0,0,1,0,0,1,0
"60861",0,0,1,1,1.70474809223843,28,7.84,0,6,1,0,1,0,0,0,1,0,0,1,0
"60862",1,1,1,0,1.70474809223843,56,31.36,1,6,1,0,4,0,0,0,NA,NA,0,1,0
"60863",1,1,1,1,2.07944154167984,51,26.01,0,3,1,0,2,0,0,1,1,0,0,1,0
"60864",1,1,0,0,2.07944154167984,73,53.29,1,4,1,0,1,0,0,1,0,1,0,0,1
"60865",0,0,0,1,2.07944154167984,26,6.76,1,6,0,0,5,0,0,1,1,0,0,0,1
"60866",1,1,1,1,2.07944154167984,28,7.84,1,8,0,0,4,0,0,1,1,0,0,0,1
"60867",1,0,0,1,2.07944154167984,32,10.24,0,8,1,0,5,0,0,1,1,0,0,1,0
"60868",1,0,0,1,2.07944154167984,33,10.89,0,6,1,0,3,0,0,1,1,0,0,1,0
"60869",0,0,0,1,2.07944154167984,38,14.44,1,6,1,0,5,0,0,1,1,0,0,1,0
"60870",1,0,0,1,1.70474809223843,49,24.01,0,6,1,1,5,0,0,0,1,0,0,1,0
"60871",1,NA,0,1,1.09861228866811,62,38.44,0,8,1,0,4,0,0,1,NA,NA,0,0,1
"60872",1,0,0,1,1.09861228866811,34,11.56,1,6,1,1,3,0,0,1,0,1,0,1,0
"60873",1,1,0,1,1.38629436111989,80,64,1,8,1,0,1,0,0,1,NA,NA,0,0,1
"60874",1,NA,1,1,2.19722457733622,24,5.76,1,6,0,0,NA,0,0,1,NA,NA,0,1,0
"60875",1,0,1,1,1.38629436111989,32,10.24,1,6,1,1,5,0,0,1,1,0,0,1,0
"60876",1,0,0,1,1.38629436111989,38,14.44,0,6,1,1,2,0,0,1,1,0,1,0,0
"60877",1,1,0,1,1.38629436111989,50,25,0,6,1,1,5,0,0,1,1,0,0,1,0
"60878",1,NA,0,1,1.38629436111989,74,54.76,0,6,1,0,NA,0,0,1,NA,NA,0,1,0
"60879",1,1,1,0,1.38629436111989,46,21.16,0,8,1,0,1,0,0,1,1,0,0,1,0
"60880",1,0,1,1,1.38629436111989,32,10.24,0,8,0,1,5,0,0,1,1,0,0,1,0
"60881",1,0,0,1,0.693147180559945,36,12.96,0,7,1,0,2,0,0,1,1,0,0,1,0
"60882",0,1,0,1,2.19722457733622,22,4.84,1,7,0,0,5,0,0,1,NA,NA,0,1,0
"60883",1,1,1,1,1.79175946922805,29,8.41,1,6,1,0,2,1,0,0,NA,NA,0,1,0
"60884",1,0,0,0,2.30258509299405,25,6.25,0,7,0,0,NA,0,0,0,1,0,0,0,1
"60885",1,NA,0,1,2.19722457733622,45,20.25,0,NA,NA,0,NA,0,1,0,NA,NA,0,1,0
"60886",1,0,0,0,1.09861228866811,39,15.21,1,5,1,0,2,1,0,0,0,1,0,1,0
"60887",1,NA,0,1,2.19722457733622,65,42.25,1,1,1,0,4,0,0,1,NA,NA,0,1,0
"60888",1,0,0,1,2.19722457733622,53,28.09,0,8,1,1,5,0,0,1,NA,NA,1,0,0
"60889",0,0,NA,1,2.19722457733622,21,4.41,1,8,0,0,1,0,0,1,NA,NA,0,1,0
"60890",1,1,1,0,2.19722457733622,37,13.69,1,5,1,0,2,0,0,1,0,1,0,1,0
"60891",1,0,0,1,2.19722457733622,44,19.36,0,6,1,0,1,0,0,1,1,0,0,0,1
"60892",1,NA,0,1,2.07944154167984,27,7.29,1,8,0,0,4,1,0,0,1,0,0,1,0
"60893",0,1,1,1,2.07944154167984,54,29.16,1,7,1,0,2,1,0,0,0,1,0,1,0
"60894",1,0,0,0,2.30258509299405,57,32.49,0,3,1,0,2,0,0,0,0,1,0,1,0
"60895",1,1,1,1,2.19722457733622,32,10.24,0,6,1,0,4,0,0,1,1,0,0,1,0
"60896",1,0,0,0,2.19722457733622,39,15.21,0,3,1,0,1,0,0,1,NA,NA,0,1,0
"60897",1,0,1,1,2.07944154167984,33,10.89,1,6,0,0,3,1,0,0,1,0,0,1,0
"60898",1,1,1,1,2.30258509299405,52,27.04,1,6,1,1,2,0,0,0,NA,NA,0,1,0
"60899",0,0,0,NA,2.19722457733622,27,7.29,1,7,0,0,5,0,0,1,1,0,0,1,0
"60900",1,0,0,1,2.19722457733622,38,14.44,0,5,1,0,1,0,0,1,0,1,0,1,0
"60901",0,NA,0,0,2.19722457733622,40,16,1,5,1,0,2,0,0,1,1,0,0,1,0
"60902",1,1,1,1,0.693147180559945,28,7.84,0,8,0,1,4,0,0,1,1,0,0,1,0
"60903",1,1,1,0,2.30258509299405,39,15.21,0,3,1,0,2,0,0,0,1,0,0,0,1
"60904",0,NA,NA,NA,2.39789527279837,28,7.84,1,NA,0,NA,1,1,0,0,NA,NA,0,0,0
"60905",1,1,1,1,2.39789527279837,41,16.81,0,6,0,0,1,1,0,0,1,0,0,1,0
"60906",0,0,NA,1,2.39789527279837,65,42.25,1,3,1,0,1,1,0,0,1,0,0,1,0
"60907",1,NA,0,1,2.39789527279837,44,19.36,1,7,0,0,1,1,0,0,1,0,0,1,0
"60908",0,NA,NA,1,2.39789527279837,25,6.25,1,7,0,0,NA,1,0,0,NA,NA,0,1,0
"60909",1,0,0,1,2.39789527279837,25,6.25,0,7,0,0,5,1,0,0,1,0,0,1,0
"60910",1,NA,0,1,2.39789527279837,51,26.01,1,3,1,0,NA,1,0,0,1,0,0,1,0
"60911",1,0,1,1,2.39789527279837,23,5.29,0,7,0,0,NA,1,0,0,NA,NA,0,1,0
"60912",1,1,0,1,2.30258509299405,63,39.69,1,8,1,0,5,0,0,0,1,0,0,1,0
"60913",0,0,0,1,2.39789527279837,22,4.84,0,5,0,0,2,1,0,0,1,0,0,1,0
"60914",1,0,1,0,1.09861228866811,44,19.36,0,3,1,0,NA,1,0,0,0,1,1,0,0
"60915",0,1,1,0,1.09861228866811,26,6.76,0,7,0,0,5,1,0,0,1,0,1,0,0
"60916",0,NA,0,NA,2.30258509299405,43,18.49,0,6,1,0,4,0,0,0,1,0,1,0,0
"60917",1,NA,1,0,2.07944154167984,29,8.41,0,8,0,1,4,0,0,1,1,0,0,1,0
"60918",0,1,0,1,2.07944154167984,38,14.44,0,5,1,1,1,0,0,1,NA,NA,0,1,0
"60919",1,0,0,1,0,63,39.69,0,3,1,0,NA,0,0,1,NA,NA,0,1,0
"60920",1,0,0,1,1.94591014905531,23,5.29,0,7,0,0,2,1,0,0,1,0,0,1,0
"60921",1,1,1,1,0,64,40.96,1,5,1,0,3,0,0,1,1,0,0,1,0
"60922",1,0,1,1,0,27,7.29,0,8,0,0,5,0,0,1,1,0,0,1,0
"60923",1,0,0,1,0,46,21.16,0,7,0,1,3,0,0,1,1,0,0,1,0
"60924",0,0,0,0,2.19722457733622,31,9.61,0,6,1,0,2,0,0,1,NA,NA,0,1,0
"60925",1,0,0,1,1.70474809223843,62,38.44,0,3,1,0,NA,0,0,0,1,0,0,1,0
"60926",1,NA,0,1,2.19722457733622,56,31.36,1,1,1,0,NA,1,0,0,1,0,0,1,0
"60927",0,0,0,1,1.94591014905531,28,7.84,0,7,0,0,4,0,0,1,1,0,0,1,0
"60928",1,0,0,1,2.30258509299405,44,19.36,0,7,1,1,NA,0,0,0,1,0,0,1,0
"60929",1,1,1,1,1.70474809223843,35,12.25,0,7,1,0,3,0,0,0,1,0,1,0,0
"60930",1,1,1,1,2.56494935746154,49,24.01,1,3,1,0,2,0,0,1,NA,NA,0,1,0
"60931",1,0,1,1,0.693147180559945,41,16.81,1,3,1,1,2,0,0,1,1,0,0,1,0
"60932",0,0,0,0,0.693147180559945,23,5.29,1,5,0,0,1,0,0,1,0,1,0,1,0
"60933",1,0,0,1,0.693147180559945,40,16,0,3,1,0,1,0,0,1,0,1,0,1,0
"60934",1,NA,0,1,1.38629436111989,54,29.16,1,4,1,0,2,1,0,0,1,0,0,1,0
"60935",1,1,1,1,1.09861228866811,55,30.25,1,3,1,0,1,1,0,0,0,0,1,0,0
"60936",0,1,0,1,1.38629436111989,32,10.24,0,7,0,0,NA,0,1,0,NA,NA,0,1,0
"60937",1,0,0,1,1.38629436111989,67,44.89,0,1,1,0,1,0,1,0,NA,NA,0,1,0
"60938",1,0,0,0,1.38629436111989,60,36,0,1,1,0,1,0,1,0,0,0,0,1,0
"60939",1,1,1,0,1.38629436111989,58,33.64,1,2,1,1,1,0,1,0,0,0,0,1,0
"60940",0,0,0,1,1.38629436111989,24,5.76,0,6,0,1,4,0,1,0,1,0,0,1,0
"60941",1,0,NA,0,1.38629436111989,74,54.76,1,1,1,1,1,0,1,0,0,0,0,1,0
"60942",1,1,1,1,2.30258509299405,40,16,1,8,1,0,2,0,0,0,0,1,0,0,1
"60943",1,1,1,1,2.30258509299405,37,13.69,1,6,1,1,3,0,0,0,1,0,0,1,0
"60944",1,NA,0,1,1.09861228866811,30,9,0,7,1,0,2,1,0,0,1,0,1,0,0
"60945",1,1,1,1,0,33,10.89,1,6,0,1,1,0,0,1,1,0,0,0,1
"60946",1,0,0,1,2.07944154167984,46,21.16,0,8,1,0,4,0,0,1,NA,NA,0,0,1
"60947",1,0,1,1,1.09861228866811,28,7.84,1,8,0,0,NA,1,0,0,1,0,1,0,0
"60948",1,0,0,1,1.09861228866811,60,36,1,8,1,0,2,1,0,0,NA,NA,1,0,0
"60949",1,NA,1,1,1.09861228866811,22,4.84,1,7,0,0,NA,1,0,0,1,0,1,0,0
"60950",0,1,1,1,1.38629436111989,31,9.61,0,7,0,0,NA,0,0,1,1,0,0,1,0
"60951",1,1,0,1,2.07944154167984,38,14.44,1,6,1,0,1,1,0,0,1,0,0,1,0
"60952",1,1,1,0,1.94591014905531,45,20.25,1,5,1,0,1,0,0,1,0,1,0,1,0
"60953",1,1,0,1,1.38629436111989,42,17.64,1,3,1,0,1,0,1,0,0,0,0,1,0
"60954",1,1,1,1,2.56494935746154,79,62.41,0,7,1,0,2,0,0,1,NA,NA,0,0,1
"60955",1,1,1,1,2.56494935746154,25,6.25,0,8,0,0,1,0,0,1,1,0,1,0,0
"60956",1,0,0,NA,1.38629436111989,22,4.84,1,7,0,0,NA,1,0,0,NA,NA,0,1,0
"60957",0,0,0,1,2.56494935746154,50,25,0,3,1,0,1,0,0,1,NA,NA,0,1,0
"60958",0,0,1,1,0,42,17.64,0,3,1,0,NA,0,0,1,1,0,0,1,0
"60959",0,NA,0,1,0,38,14.44,1,5,0,1,NA,0,0,1,1,0,1,0,0
"60960",1,0,0,1,0,46,21.16,0,7,1,0,NA,0,0,1,1,0,0,1,0
"60961",1,NA,0,1,0,66,43.56,0,3,0,0,NA,0,0,1,NA,NA,0,1,0
"60962",0,0,0,1,0,29,8.41,1,8,0,0,4,0,0,1,NA,NA,0,1,0
"60963",1,1,1,1,0,40,16,0,6,1,1,NA,0,0,1,1,0,0,1,0
"60964",1,NA,0,NA,0,70,49,1,1,1,0,1,0,0,1,0,1,0,0,1
"60965",1,0,0,0,0,76,57.76,1,6,1,0,1,0,0,1,NA,NA,0,1,0
"60966",1,1,0,1,0,74,54.76,1,6,1,0,3,0,0,1,NA,NA,1,0,0
"60967",1,1,0,1,1.09861228866811,55,30.25,1,3,1,0,1,0,0,1,NA,NA,0,1,0
"60968",1,1,1,1,1.09861228866811,31,9.61,1,6,1,0,2,0,0,1,1,0,0,1,0
"60969",0,0,0,1,1.09861228866811,30,9,0,6,0,0,NA,0,0,1,1,0,0,1,0
"60970",0,0,0,1,1.09861228866811,23,5.29,0,7,0,0,2,0,0,1,NA,NA,1,0,0
"60971",1,1,0,1,2.19722457733622,33,10.89,1,7,1,0,2,0,0,1,1,0,0,1,0
"60972",1,0,1,1,1.70474809223843,38,14.44,0,7,1,0,2,0,0,0,1,0,0,1,0
"60973",1,1,1,1,1.09861228866811,29,8.41,0,8,1,0,5,0,0,1,1,0,1,0,0
"60974",1,1,1,1,1.38629436111989,34,11.56,1,6,1,1,1,0,0,1,0,1,0,1,0
"60975",1,0,0,1,2.19722457733622,34,11.56,1,8,1,0,5,0,0,1,1,0,0,1,0
"60976",1,0,1,0,2.30258509299405,37,13.69,0,7,1,0,4,0,0,0,1,0,0,0,1
"60977",1,1,1,1,2.19722457733622,42,17.64,1,6,1,0,1,0,0,1,0,1,0,1,0
"60978",1,0,1,1,2.30258509299405,32,10.24,1,6,1,0,5,1,0,0,0,1,0,1,0
"60979",1,0,1,1,2.30258509299405,35,12.25,1,6,1,1,5,1,0,0,1,0,0,1,0
"60980",1,0,0,0,2.30258509299405,69,47.61,0,1,1,0,NA,1,0,0,NA,NA,0,1,0
"60981",1,1,0,1,2.30258509299405,38,14.44,1,6,1,1,3,0,0,0,1,0,0,0,1
"60982",1,0,0,0,2.19722457733622,36,12.96,0,6,1,0,2,0,0,1,0,1,0,0,1
"60983",1,1,1,1,1.70474809223843,48,23.04,1,3,1,0,1,0,0,0,1,0,0,1,0
"60984",1,1,1,0,2.39789527279837,74,54.76,1,2,1,0,5,1,0,0,NA,NA,0,0,1
"60985",1,0,0,1,1.70474809223843,78,60.84,0,1,1,0,1,0,0,0,1,0,1,0,0
"60986",0,0,0,0,2.07944154167984,44,19.36,0,6,1,1,4,1,0,0,1,0,1,0,0
"60987",1,NA,1,1,2.19722457733622,47,22.09,0,4,1,0,4,0,0,1,NA,NA,0,1,0
"60988",1,0,NA,1,2.19722457733622,55,30.25,0,1,1,0,NA,0,0,1,1,0,0,1,0
"60989",0,1,1,1,2.19722457733622,36,12.96,0,6,1,1,3,0,0,1,1,0,0,0,1
"60990",1,1,0,0,2.07944154167984,67,44.89,1,3,1,0,1,1,0,0,NA,NA,0,1,0
"60991",1,1,0,1,1.38629436111989,48,23.04,1,3,1,0,2,0,1,0,0,0,0,1,0
"60992",1,1,1,1,2.30258509299405,35,12.25,1,7,1,0,3,0,0,0,1,0,0,1,0
"60993",0,0,0,0,1.79175946922805,25,6.25,1,7,0,0,4,0,0,1,1,0,0,1,0
"60994",0,0,0,1,1.38629436111989,27,7.29,0,5,1,1,2,0,0,1,0,1,0,1,0
"60995",1,1,1,0,1.38629436111989,29,8.41,1,6,0,1,NA,0,0,1,0,1,0,1,0
