"","Cast.Ballot","Represented","Close.To.Party","Contacted","log.Magnitude","Age","Age.Squared.by.100","Male","Education","Married","Union.Member","Household.Income","Rural","Small.Town","Suburb","White.Collar","Worker","Hakka","MinNan","Mainlander"
"60206",0,1,1,0,1.70474809223843,54,29.16,1,6,1,0,3,0,0,0,1,0,0,1,0
"60207",1,1,0,1,2.19722457733622,46,21.16,0,5,1,1,2,0,0,1,NA,NA,0,1,0
"60208",1,0,0,0,1.38629436111989,63,39.69,0,1,0,0,1,0,1,0,NA,NA,0,1,0
"60209",1,0,1,1,2.19722457733622,29,8.41,1,7,0,1,5,0,0,1,1,0,0,1,0
"60210",0,NA,0,1,2.07944154167984,37,13.69,0,6,1,0,NA,0,0,1,NA,NA,0,1,0
"60211",0,1,1,1,2.07944154167984,28,7.84,0,7,0,0,NA,0,0,1,1,0,0,1,0
"60212",1,0,1,0,2.30258509299405,64,40.96,0,7,1,0,4,0,0,0,1,0,0,1,0
"60213",1,0,0,1,2.30258509299405,31,9.61,1,8,1,0,3,0,0,0,1,0,1,0,0
"60214",1,0,1,1,1.94591014905531,28,7.84,0,6,1,0,2,0,0,1,NA,NA,0,1,0
"60215",1,0,1,0,2.19722457733622,66,43.56,0,1,1,0,1,0,0,1,NA,NA,1,0,0
"60216",1,0,0,0,1.94591014905531,72,51.84,0,1,0,0,NA,1,0,0,NA,NA,1,0,0
"60217",1,NA,1,0,1.94591014905531,35,12.25,1,8,1,0,4,1,0,0,1,0,1,0,0
"60218",1,0,0,1,1.70474809223843,50,25,0,1,1,0,2,0,0,0,1,0,0,1,0
"60219",1,0,1,1,1.70474809223843,22,4.84,0,6,0,1,NA,0,0,0,1,0,0,1,0
"60220",0,0,0,1,0,22,4.84,1,6,0,0,NA,1,0,0,1,0,1,0,0
"60221",1,1,1,0,1.70474809223843,53,28.09,1,3,1,1,1,0,0,0,0,1,0,1,0
"60222",1,0,0,0,1.94591014905531,30,9,0,6,0,0,2,0,0,1,1,0,0,1,0
"60223",1,0,0,1,2.19722457733622,50,25,0,3,1,1,1,0,0,1,NA,NA,0,1,0
"60224",0,0,0,0,2.30258509299405,22,4.84,1,7,0,0,NA,0,0,0,1,0,1,0,0
"60225",1,0,0,0,1.38629436111989,82,67.24,0,1,1,0,NA,0,1,0,NA,NA,0,1,0
"60226",1,1,1,1,2.56494935746154,37,13.69,1,8,1,0,4,0,0,1,1,0,0,1,0
"60227",1,NA,1,0,2.19722457733622,75,56.25,0,1,1,0,1,1,0,0,0,0,0,1,0
"60228",1,1,1,1,2.30258509299405,55,30.25,0,6,1,0,1,0,0,0,0,1,0,1,0
"60229",1,0,0,1,1.38629436111989,28,7.84,1,7,0,0,NA,0,1,0,1,0,0,1,0
"60230",1,1,1,1,0.693147180559945,34,11.56,0,6,0,0,NA,1,0,0,1,0,0,0,0
"60231",1,1,1,1,0.693147180559945,61,37.21,1,3,0,0,1,1,0,0,NA,NA,1,0,0
"60232",1,1,1,1,1.38629436111989,71,50.41,1,2,1,0,3,0,0,1,NA,NA,0,1,0
"60233",1,0,0,1,2.19722457733622,40,16,1,7,1,1,NA,0,0,1,0,1,0,0,1
"60234",0,0,1,0,2.30258509299405,51,26.01,1,3,1,1,2,0,0,0,1,0,1,0,0
"60235",1,1,1,1,2.07944154167984,59,34.81,1,3,1,0,NA,1,0,0,0,1,0,1,0
"60236",1,0,1,1,2.07944154167984,79,62.41,1,3,0,0,NA,1,0,0,0,0,0,1,0
"60237",1,1,1,1,2.07944154167984,24,5.76,1,7,0,0,5,1,0,0,NA,NA,0,1,0
"60238",1,0,1,1,2.07944154167984,58,33.64,0,2,1,0,3,1,0,0,0,0,0,1,0
"60239",1,1,1,1,2.07944154167984,21,4.41,0,7,0,0,5,1,0,0,NA,NA,0,1,0
"60240",1,0,0,1,2.07944154167984,33,10.89,1,6,1,0,1,1,0,0,0,1,0,1,0
"60241",1,1,0,1,2.07944154167984,42,17.64,1,6,1,1,NA,1,0,0,0,1,0,1,0
"60242",1,0,NA,1,1.94591014905531,50,25,0,4,1,0,1,0,0,1,1,0,0,1,0
"60243",1,0,0,1,2.30258509299405,51,26.01,1,3,0,0,1,1,0,0,NA,NA,0,1,0
"60244",1,0,0,1,2.30258509299405,49,24.01,1,6,1,0,1,1,0,0,0,1,0,1,0
"60245",0,0,0,0,2.19722457733622,65,42.25,0,1,1,0,NA,1,0,0,NA,NA,0,1,0
"60246",1,1,1,1,1.09861228866811,47,22.09,1,3,1,1,2,0,0,1,0,1,1,0,0
"60247",1,NA,0,1,1.09861228866811,63,39.69,0,3,1,0,1,0,0,1,1,0,0,1,0
"60248",0,0,0,1,1.09861228866811,32,10.24,0,6,1,1,3,0,0,1,NA,NA,0,1,0
"60249",1,1,1,1,2.19722457733622,32,10.24,0,7,1,0,2,1,0,0,NA,NA,0,0,1
"60250",1,0,0,0,2.19722457733622,27,7.29,1,6,0,0,NA,1,0,0,0,1,0,1,0
"60251",1,1,0,1,2.19722457733622,40,16,1,5,0,1,1,0,0,1,0,1,0,1,0
"60252",1,NA,1,1,0,64,40.96,0,3,1,0,1,0,0,1,NA,NA,0,0,0
"60253",1,1,1,1,0,27,7.29,0,6,1,0,NA,0,0,1,1,0,1,0,0
"60254",1,0,0,1,0.693147180559945,72,51.84,0,1,1,0,1,1,0,0,NA,NA,0,1,0
"60255",1,1,1,0,0.693147180559945,49,24.01,0,3,1,0,1,1,0,0,NA,NA,0,0,0
"60256",1,NA,0,1,2.30258509299405,44,19.36,1,5,1,1,NA,0,0,1,1,0,0,1,0
"60257",0,0,0,1,2.30258509299405,28,7.84,1,7,0,0,NA,0,0,1,NA,NA,0,1,0
"60258",0,NA,1,0,2.30258509299405,23,5.29,1,8,0,0,NA,0,0,1,NA,NA,1,0,0
"60259",1,NA,0,1,2.30258509299405,29,8.41,0,7,1,0,4,0,0,1,NA,NA,0,1,0
"60260",1,0,0,1,1.09861228866811,42,17.64,0,5,1,0,1,1,0,0,NA,NA,1,0,0
"60261",1,0,NA,1,2.39789527279837,57,32.49,1,2,1,1,NA,1,0,0,0,1,0,1,0
"60262",1,1,0,1,2.39789527279837,40,16,1,6,1,0,5,1,0,0,NA,NA,0,0,1
"60263",1,1,1,1,2.39789527279837,25,6.25,1,6,0,0,2,1,0,0,1,0,0,1,0
"60264",1,0,0,0,2.39789527279837,28,7.84,0,6,0,0,NA,1,0,0,NA,NA,0,1,0
"60265",0,1,1,1,2.39789527279837,28,7.84,1,5,0,0,2,1,0,0,1,0,0,1,0
"60266",1,NA,NA,1,2.39789527279837,86,73.96,1,3,1,0,NA,1,0,0,NA,NA,0,1,0
"60267",1,0,1,0,2.07944154167984,25,6.25,0,6,1,0,NA,1,0,0,1,0,0,1,0
"60268",1,1,1,1,2.39789527279837,26,6.76,0,7,0,0,NA,1,0,0,1,0,0,0,1
"60269",1,1,1,1,2.39789527279837,78,60.84,0,1,1,0,NA,1,0,0,NA,NA,1,0,0
"60270",0,NA,NA,NA,2.39789527279837,76,57.76,0,NA,1,0,NA,1,0,0,NA,NA,0,0,1
"60271",1,0,0,1,2.39789527279837,43,18.49,0,5,1,0,1,1,0,0,NA,NA,0,1,0
"60272",1,0,0,1,2.07944154167984,62,38.44,0,1,1,0,1,1,0,0,NA,NA,0,1,0
"60273",1,0,1,1,2.30258509299405,22,4.84,0,6,0,0,5,0,0,0,1,0,0,1,0
"60274",0,0,0,1,1.94591014905531,29,8.41,1,8,0,0,5,1,0,0,1,0,0,1,0
"60275",1,1,0,0,2.30258509299405,56,31.36,0,1,1,0,NA,0,0,0,NA,NA,0,1,0
"60276",1,1,1,0,2.30258509299405,30,9,0,8,1,0,4,0,0,0,1,0,0,1,0
"60277",1,0,0,1,2.30258509299405,22,4.84,1,7,0,0,NA,0,0,0,NA,NA,0,1,0
"60278",1,0,0,0,2.30258509299405,53,28.09,1,3,1,1,2,0,0,0,1,0,0,1,0
"60279",1,NA,1,1,0.693147180559945,46,21.16,1,3,1,1,1,1,0,0,0,1,0,1,0
"60280",1,1,1,1,1.79175946922805,40,16,0,3,1,0,1,1,0,0,NA,NA,0,1,0
"60281",1,0,0,0,2.19722457733622,33,10.89,1,7,1,0,2,0,0,1,0,1,0,1,0
"60282",0,0,0,0,2.30258509299405,25,6.25,0,7,0,0,4,0,0,0,1,0,0,1,0
"60283",0,1,0,1,2.30258509299405,41,16.81,0,6,1,0,1,0,0,1,1,0,0,1,0
"60284",0,0,0,1,1.94591014905531,32,10.24,1,8,1,1,5,0,0,1,1,0,0,1,0
"60285",1,1,1,1,0.693147180559945,22,4.84,0,7,0,0,NA,1,0,0,1,0,1,0,0
"60286",0,0,1,0,2.07944154167984,24,5.76,0,6,0,0,1,0,0,1,1,0,0,1,0
"60287",1,0,0,1,2.30258509299405,54,29.16,1,6,1,0,2,0,0,1,1,0,0,1,0
"60288",1,NA,NA,1,1.79175946922805,25,6.25,0,7,0,0,1,1,0,0,NA,NA,0,1,0
"60289",1,1,0,1,2.30258509299405,48,23.04,1,6,1,1,2,0,0,1,0,1,0,1,0
"60290",1,1,1,1,2.30258509299405,46,21.16,0,6,1,0,4,0,0,1,0,1,0,1,0
"60291",1,0,0,1,2.30258509299405,48,23.04,0,6,1,1,1,0,0,1,1,0,0,1,0
"60292",1,NA,0,1,2.30258509299405,39,15.21,0,5,1,0,2,0,0,1,1,0,0,1,0
"60293",1,1,1,0,2.30258509299405,37,13.69,0,8,1,1,5,0,0,1,1,0,0,1,0
"60294",1,1,1,1,2.30258509299405,61,37.21,0,5,1,0,NA,0,0,1,NA,NA,0,1,0
"60295",1,0,1,1,1.70474809223843,56,31.36,1,6,0,0,1,0,0,0,NA,NA,0,1,0
"60296",1,NA,NA,1,2.19722457733622,82,67.24,0,1,1,0,NA,1,0,0,0,0,0,1,0
"60297",1,1,1,0,2.19722457733622,81,65.61,0,1,1,0,1,1,0,0,NA,NA,0,1,0
"60298",1,0,1,1,1.70474809223843,21,4.41,1,7,0,0,NA,0,0,0,NA,NA,0,1,0
"60299",1,NA,0,1,2.19722457733622,66,43.56,1,3,1,0,1,1,0,0,0,0,0,1,0
"60300",1,NA,0,1,2.07944154167984,60,36,1,6,1,1,NA,1,0,0,NA,NA,0,1,0
"60301",1,0,1,1,2.30258509299405,37,13.69,0,8,1,0,5,0,0,0,NA,NA,1,0,0
"60302",1,0,0,1,2.19722457733622,21,4.41,1,7,0,0,3,0,0,1,NA,NA,1,0,0
"60303",1,0,0,1,2.30258509299405,43,18.49,1,8,1,0,2,0,0,0,NA,NA,0,0,1
"60304",1,NA,0,1,1.94591014905531,52,27.04,1,7,1,1,NA,1,0,0,1,0,1,0,0
"60305",1,1,1,1,1.94591014905531,59,34.81,1,3,1,1,NA,1,0,0,0,1,1,0,0
"60306",1,0,1,1,1.79175946922805,43,18.49,1,6,1,0,5,1,0,0,NA,NA,0,1,0
"60307",1,0,0,1,1.79175946922805,41,16.81,1,3,1,0,5,1,0,0,NA,NA,0,1,0
"60308",0,0,0,1,0.693147180559945,90,81,0,1,0,0,1,1,0,0,NA,NA,0,1,0
"60309",1,NA,0,0,0.693147180559945,64,40.96,1,2,1,0,NA,1,0,0,0,0,1,0,0
"60310",1,0,0,1,0.693147180559945,27,7.29,1,7,0,0,4,0,0,1,0,1,0,1,0
"60311",1,1,1,1,0,22,4.84,0,7,0,0,5,0,0,1,1,0,0,1,0
"60312",1,1,1,1,0,45,20.25,0,3,1,1,5,0,0,1,0,1,0,1,0
"60313",1,NA,1,1,0,51,26.01,0,6,1,1,2,0,0,1,0,1,1,0,0
"60314",1,0,0,1,0,31,9.61,1,6,1,1,2,0,0,1,1,0,0,1,0
"60315",1,NA,1,1,0,38,14.44,0,5,1,1,3,0,0,1,0,0,1,0,0
"60316",1,0,0,0,2.30258509299405,31,9.61,0,7,1,0,4,0,0,0,NA,NA,0,1,0
"60317",0,NA,0,1,2.19722457733622,65,42.25,0,1,1,0,4,0,0,1,NA,NA,0,1,0
"60318",0,0,0,1,2.19722457733622,24,5.76,0,6,0,1,NA,0,0,1,0,1,0,1,0
"60319",1,0,0,1,1.70474809223843,30,9,1,7,1,0,NA,0,0,0,0,1,0,1,0
"60320",0,0,1,1,1.70474809223843,33,10.89,0,7,1,0,5,0,0,0,1,0,0,1,0
"60321",1,1,1,1,0.693147180559945,37,13.69,1,6,1,0,1,1,0,0,NA,NA,0,1,0
"60322",1,0,0,0,2.19722457733622,50,25,1,3,1,0,2,0,0,1,0,1,0,1,0
"60323",1,NA,NA,1,2.19722457733622,52,27.04,1,3,1,0,NA,0,0,1,NA,NA,0,1,0
"60324",1,1,1,1,2.19722457733622,34,11.56,0,7,1,0,3,0,0,1,1,0,0,1,0
"60325",0,NA,0,0,1.79175946922805,46,21.16,1,6,0,1,2,0,0,1,NA,NA,0,1,0
"60326",1,NA,0,0,1.79175946922805,81,65.61,0,2,1,0,NA,0,0,1,NA,NA,0,1,0
"60327",0,NA,0,0,1.79175946922805,27,7.29,0,7,0,0,2,0,0,1,1,0,0,1,0
"60328",1,0,1,0,2.19722457733622,26,6.76,1,8,0,1,5,0,0,1,1,0,0,1,0
"60329",1,NA,1,1,2.19722457733622,45,20.25,0,5,1,0,3,0,0,1,0,1,0,1,0
"60330",1,NA,1,1,2.07944154167984,49,24.01,1,5,1,1,4,0,0,1,1,0,0,1,0
"60331",1,1,0,0,0.693147180559945,23,5.29,1,8,0,0,2,0,0,1,1,0,0,1,0
"60332",0,0,1,0,2.07944154167984,23,5.29,1,8,0,0,NA,0,0,1,NA,NA,0,1,0
"60333",1,NA,1,0,2.07944154167984,35,12.25,0,6,0,0,1,0,0,1,1,0,0,1,0
"60334",1,0,1,0,1.94591014905531,23,5.29,1,6,1,1,1,1,0,0,0,1,1,0,0
"60335",1,1,1,1,0,34,11.56,1,7,1,0,4,0,0,1,1,0,0,1,0
"60336",1,0,0,1,2.19722457733622,41,16.81,0,6,1,1,2,0,0,1,NA,NA,1,0,0
"60337",1,1,1,1,2.19722457733622,48,23.04,0,3,1,1,5,0,0,1,NA,NA,0,1,0
"60338",1,0,1,1,2.30258509299405,39,15.21,1,8,1,1,5,1,0,0,1,0,0,1,0
"60339",1,0,0,1,2.30258509299405,30,9,0,6,1,1,NA,0,0,0,NA,NA,0,1,0
"60340",1,0,1,1,0,76,57.76,0,1,1,0,NA,0,0,1,NA,NA,0,1,0
"60341",1,NA,1,1,0,21,4.41,1,7,0,0,NA,0,0,1,NA,NA,0,0,1
"60342",1,0,0,0,2.30258509299405,65,42.25,1,3,1,0,2,0,0,0,NA,NA,0,1,0
"60343",0,0,0,1,2.30258509299405,36,12.96,1,8,0,0,NA,0,0,0,1,0,0,1,0
"60344",0,0,0,0,0.693147180559945,73,53.29,1,3,0,0,1,1,0,0,0,0,0,1,0
"60345",1,0,0,1,0.693147180559945,21,4.41,0,6,1,0,NA,0,0,1,1,0,0,1,0
"60346",1,1,1,1,2.30258509299405,48,23.04,0,3,1,1,5,0,0,0,NA,NA,0,1,0
"60347",1,1,1,1,2.30258509299405,59,34.81,0,3,1,1,5,0,0,0,NA,NA,0,1,0
"60348",1,1,1,1,2.19722457733622,49,24.01,0,6,1,1,1,0,0,1,NA,NA,0,1,0
"60349",1,0,0,1,2.07944154167984,76,57.76,0,1,1,0,4,1,0,0,NA,NA,0,1,0
"60350",1,0,1,1,2.07944154167984,39,15.21,1,6,0,0,1,1,0,0,NA,NA,0,1,0
"60351",0,1,0,1,2.07944154167984,22,4.84,1,6,0,1,2,1,0,0,NA,NA,0,0,0
"60352",0,0,0,1,2.07944154167984,53,28.09,0,6,1,0,2,1,0,0,1,0,0,1,0
"60353",0,0,0,1,2.07944154167984,37,13.69,0,6,1,1,1,1,0,0,1,0,0,1,0
"60354",1,0,1,0,1.94591014905531,26,6.76,0,6,1,0,NA,0,0,1,1,0,0,1,0
"60355",0,0,0,0,1.70474809223843,30,9,0,6,0,0,4,0,0,0,1,0,0,1,0
"60356",0,1,1,0,1.09861228866811,33,10.89,1,8,1,0,5,1,0,0,1,0,1,0,0
"60357",1,1,1,0,1.09861228866811,41,16.81,1,7,1,0,NA,1,0,0,1,0,1,0,0
"60358",1,1,0,1,1.38629436111989,45,20.25,0,7,0,0,NA,0,1,0,1,0,0,1,0
"60359",1,1,1,0,1.09861228866811,44,19.36,1,7,1,0,5,1,0,0,1,0,1,0,0
"60360",1,0,0,0,1.09861228866811,33,10.89,0,6,1,0,1,1,0,0,NA,NA,0,1,0
"60361",1,0,0,0,2.30258509299405,28,7.84,1,7,0,0,NA,0,0,0,1,0,0,1,0
"60362",1,0,1,1,1.09861228866811,41,16.81,0,5,1,0,4,1,0,0,0,1,1,0,0
"60363",1,1,0,1,1.09861228866811,39,15.21,1,5,1,1,3,1,0,0,1,0,1,0,0
"60364",1,0,0,1,1.09861228866811,41,16.81,0,7,1,0,3,1,0,0,0,1,1,0,0
"60365",1,1,0,1,1.09861228866811,46,21.16,1,7,1,1,5,1,0,0,1,0,0,1,0
"60366",1,1,1,1,1.38629436111989,36,12.96,1,6,0,1,2,0,1,0,1,0,0,1,0
"60367",1,0,0,1,1.79175946922805,68,46.24,0,1,1,0,1,1,0,0,0,0,0,1,0
"60368",1,NA,0,1,2.19722457733622,49,24.01,1,2,1,0,NA,0,0,1,NA,NA,0,1,0
"60369",1,1,0,1,1.70474809223843,50,25,1,8,1,1,5,0,0,0,1,0,0,1,0
"60370",0,0,1,1,1.70474809223843,30,9,1,6,0,0,4,0,0,0,1,0,0,1,0
"60371",1,0,0,0,1.79175946922805,85,72.25,1,3,1,0,NA,1,0,0,NA,NA,0,1,0
"60372",1,0,1,1,1.79175946922805,25,6.25,1,8,0,0,4,1,0,0,NA,NA,0,1,0
"60373",1,0,0,1,1.79175946922805,46,21.16,0,1,1,1,NA,1,0,0,NA,NA,0,1,0
"60374",1,1,0,1,1.79175946922805,59,34.81,0,1,1,0,NA,1,0,0,0,0,0,1,0
"60375",1,0,1,1,1.79175946922805,56,31.36,0,3,1,1,NA,1,0,0,NA,NA,0,1,0
"60376",1,0,0,1,1.79175946922805,27,7.29,0,5,0,0,1,1,0,0,1,0,0,1,0
"60377",1,0,1,1,1.79175946922805,41,16.81,1,3,1,1,2,1,0,0,0,1,0,1,0
"60378",1,NA,1,1,2.19722457733622,32,10.24,1,6,0,0,1,0,0,1,0,1,0,1,0
"60379",1,0,1,1,2.19722457733622,23,5.29,0,6,0,0,2,0,0,1,1,0,0,1,0
"60380",0,1,1,0,2.19722457733622,56,31.36,0,3,0,0,5,0,0,1,NA,NA,0,1,0
"60381",1,NA,1,1,2.19722457733622,42,17.64,0,5,1,0,3,0,0,1,1,0,0,1,0
"60382",1,NA,0,1,2.19722457733622,62,38.44,0,1,0,0,NA,0,0,1,NA,NA,0,1,0
"60383",0,0,0,0,2.19722457733622,36,12.96,1,6,1,0,NA,0,0,1,1,0,0,1,0
"60384",1,1,1,1,2.39789527279837,52,27.04,0,3,1,0,NA,1,0,0,NA,NA,0,1,0
"60385",1,0,0,0,2.39789527279837,71,50.41,0,1,1,0,NA,1,0,0,NA,NA,0,1,0
"60386",1,NA,NA,0,1.79175946922805,35,12.25,1,3,1,0,1,1,0,0,0,1,0,1,0
"60387",1,0,0,1,2.39789527279837,36,12.96,1,6,1,0,NA,1,0,0,0,1,0,1,0
"60388",1,0,1,1,2.19722457733622,21,4.41,1,6,0,0,3,0,0,1,1,0,0,1,0
"60389",0,1,1,1,2.19722457733622,38,14.44,0,6,1,0,2,0,0,1,1,0,0,1,0
"60390",1,0,0,1,2.19722457733622,65,42.25,1,8,1,0,4,0,0,1,1,0,0,1,0
"60391",1,1,1,1,2.19722457733622,28,7.84,1,4,1,0,2,0,0,1,1,0,0,1,0
"60392",1,NA,1,1,1.09861228866811,71,50.41,0,1,0,0,2,0,0,1,NA,NA,0,1,0
"60393",1,0,0,1,2.19722457733622,38,14.44,1,7,1,0,5,0,0,1,1,0,0,1,0
"60394",1,0,1,1,2.30258509299405,21,4.41,1,6,0,0,NA,0,0,0,NA,NA,0,1,0
"60395",1,NA,0,0,1.38629436111989,25,6.25,1,5,0,0,4,0,1,0,0,0,0,1,0
"60396",1,NA,0,1,1.38629436111989,32,10.24,1,5,1,1,3,0,1,0,0,1,0,1,0
"60397",0,1,1,1,1.09861228866811,29,8.41,1,5,1,0,NA,1,0,0,0,1,0,0,0
"60398",1,0,0,1,2.30258509299405,23,5.29,1,6,1,0,NA,0,0,0,NA,NA,0,1,0
"60399",1,1,1,1,1.38629436111989,54,29.16,1,3,1,0,1,0,1,0,NA,NA,1,0,0
"60400",1,0,0,1,2.19722457733622,50,25,1,5,1,1,3,0,0,1,0,1,0,1,0
"60401",1,1,1,1,2.07944154167984,66,43.56,1,2,1,0,1,1,0,0,0,0,0,1,0
"60402",1,1,1,1,2.39789527279837,37,13.69,1,5,1,0,1,1,0,0,0,1,0,1,0
"60403",1,0,1,1,0.693147180559945,85,72.25,0,6,1,0,NA,1,0,0,NA,NA,1,0,0
"60404",1,0,0,1,2.07944154167984,33,10.89,0,7,1,0,5,1,0,0,1,0,0,1,0
"60405",1,0,0,1,1.94591014905531,43,18.49,0,6,1,0,3,1,0,0,1,0,0,1,0
"60406",1,0,0,1,1.38629436111989,60,36,1,6,1,0,4,1,0,0,1,0,0,1,0
"60407",1,0,0,1,2.30258509299405,23,5.29,0,7,0,0,3,0,0,1,1,0,0,1,0
"60408",1,NA,0,1,2.19722457733622,43,18.49,0,6,1,0,3,0,0,1,1,0,0,1,0
"60409",1,0,0,0,2.30258509299405,39,15.21,0,5,1,1,NA,0,0,0,1,0,0,1,0
"60410",1,1,1,0,2.30258509299405,45,20.25,0,8,1,0,3,0,0,0,1,0,0,1,0
"60411",1,0,0,0,1.38629436111989,22,4.84,0,7,0,0,NA,0,1,0,NA,NA,0,1,0
"60412",1,0,1,0,1.94591014905531,25,6.25,1,7,0,0,1,0,0,1,1,0,0,1,0
"60413",1,0,0,1,1.79175946922805,41,16.81,0,NA,1,0,NA,1,0,0,0,0,0,1,0
"60414",1,NA,0,1,1.79175946922805,60,36,0,1,1,1,1,1,0,0,NA,NA,0,1,0
"60415",1,NA,0,1,2.19722457733622,42,17.64,0,3,1,1,2,0,0,1,0,1,0,0,1
"60416",0,0,0,1,2.19722457733622,42,17.64,1,6,1,1,NA,0,0,1,1,0,0,1,0
"60417",1,1,1,1,2.30258509299405,74,54.76,1,2,1,0,2,0,0,0,NA,NA,1,0,0
"60418",1,0,1,0,1.38629436111989,26,6.76,0,6,0,0,1,0,0,1,1,0,0,1,0
"60419",1,0,0,1,1.70474809223843,38,14.44,0,7,1,1,5,0,0,0,1,0,0,1,0
"60420",1,1,1,1,2.19722457733622,22,4.84,0,7,0,0,3,0,0,1,NA,NA,0,1,0
"60421",1,1,1,0,1.70474809223843,53,28.09,0,3,1,1,2,0,0,0,1,0,0,1,0
"60422",1,1,1,1,1.70474809223843,68,46.24,0,3,1,0,NA,0,0,0,NA,NA,0,1,0
"60423",1,1,0,1,1.70474809223843,37,13.69,0,7,1,0,4,0,0,0,1,0,0,1,0
"60424",1,0,0,1,2.30258509299405,75,56.25,1,6,1,0,2,0,0,0,NA,NA,0,0,1
"60425",0,1,0,1,2.30258509299405,29,8.41,0,8,1,1,5,0,0,0,1,0,0,1,0
"60426",1,0,0,0,0.693147180559945,81,65.61,1,3,1,0,1,0,0,1,NA,NA,0,1,0
"60427",1,NA,0,1,0.693147180559945,47,22.09,1,NA,1,1,1,0,0,1,0,1,0,1,0
"60428",1,0,0,1,0.693147180559945,45,20.25,0,6,1,1,3,0,0,1,NA,NA,0,1,0
"60429",1,0,1,0,2.19722457733622,44,19.36,1,8,1,0,1,0,0,1,1,0,0,0,1
"60430",1,0,1,0,1.79175946922805,31,9.61,0,4,1,0,1,0,0,1,1,0,0,1,0
"60431",0,0,0,1,2.30258509299405,36,12.96,0,8,0,0,NA,0,0,0,1,0,0,0,1
"60432",1,0,1,1,1.70474809223843,39,15.21,1,8,1,0,3,0,0,0,1,0,0,1,0
"60433",1,1,1,1,2.30258509299405,61,37.21,0,5,1,0,1,0,0,0,1,0,0,1,0
"60434",0,1,1,1,2.30258509299405,26,6.76,0,7,0,0,2,0,0,0,1,0,0,1,0
"60435",0,0,0,0,0.693147180559945,28,7.84,0,8,0,0,5,0,0,1,1,0,0,1,0
"60436",1,0,NA,1,0.693147180559945,62,38.44,0,1,1,0,1,0,0,1,NA,NA,0,0,0
"60437",1,0,1,1,2.30258509299405,23,5.29,0,8,0,NA,3,0,0,0,1,0,0,1,0
"60438",1,1,1,0,2.30258509299405,41,16.81,1,6,0,0,2,0,0,0,1,0,1,0,0
"60439",1,1,1,1,2.19722457733622,54,29.16,0,5,1,0,3,0,0,1,0,1,0,1,0
"60440",0,0,0,0,2.19722457733622,24,5.76,1,5,0,0,NA,0,0,1,0,1,0,1,0
"60441",1,1,1,0,2.30258509299405,76,57.76,0,7,1,0,NA,0,0,0,NA,NA,0,1,0
"60442",1,1,1,1,2.19722457733622,36,12.96,0,6,1,0,2,0,0,1,1,0,1,0,0
"60443",1,NA,1,1,2.19722457733622,29,8.41,0,6,0,0,NA,0,0,1,1,0,0,1,0
"60444",0,0,1,1,1.38629436111989,27,7.29,1,6,0,0,5,1,0,0,0,1,0,1,0
"60445",1,0,0,1,1.38629436111989,63,39.69,0,1,1,0,NA,1,0,0,NA,NA,0,1,0
"60446",1,1,1,1,2.30258509299405,53,28.09,1,7,1,0,5,0,0,0,1,0,1,0,0
"60447",1,1,1,1,2.30258509299405,39,15.21,1,8,1,1,NA,0,0,0,1,0,0,1,0
"60448",1,0,0,1,2.19722457733622,22,4.84,0,7,0,0,NA,0,0,1,NA,NA,0,1,0
"60449",0,1,0,0,1.09861228866811,39,15.21,1,5,1,0,2,1,0,0,0,1,1,0,0
"60450",1,0,0,1,2.39789527279837,23,5.29,0,7,0,0,2,1,0,0,1,0,0,1,0
"60451",1,1,1,1,1.38629436111989,41,16.81,1,5,1,1,3,0,1,0,1,0,0,1,0
"60452",1,1,1,1,1.79175946922805,56,31.36,0,8,1,0,5,0,0,1,NA,NA,0,1,0
"60453",1,0,0,1,2.19722457733622,28,7.84,0,8,0,0,3,0,0,1,1,0,0,1,0
"60454",1,NA,0,0,2.19722457733622,59,34.81,1,2,1,0,1,0,0,1,NA,NA,0,1,0
"60455",0,0,0,0,2.07944154167984,26,6.76,0,6,1,0,NA,1,0,0,0,1,0,1,0
"60456",1,1,0,0,2.19722457733622,36,12.96,0,6,1,0,1,0,0,1,1,0,0,1,0
"60457",1,0,0,1,2.19722457733622,37,13.69,0,8,0,0,5,0,0,1,1,0,0,0,1
"60458",1,0,0,1,1.38629436111989,48,23.04,0,6,1,1,2,0,1,0,0,1,1,0,0
"60459",0,0,0,0,2.30258509299405,56,31.36,1,8,1,0,4,0,0,0,1,0,0,1,0
"60460",1,0,0,0,2.07944154167984,44,19.36,0,3,1,0,1,1,0,0,0,1,0,1,0
"60461",1,0,0,1,2.19722457733622,35,12.25,0,6,1,0,2,0,0,1,NA,NA,0,1,0
"60462",0,NA,0,0,0.693147180559945,26,6.76,1,6,1,0,2,1,0,0,1,0,0,0,1
"60463",0,1,0,1,2.19722457733622,27,7.29,0,8,1,0,4,0,0,1,1,0,0,1,0
"60464",1,0,0,0,0.693147180559945,23,5.29,1,6,0,0,1,1,0,0,0,0,0,1,0
"60465",1,0,1,1,2.19722457733622,57,32.49,0,5,1,0,5,0,0,1,1,0,0,1,0
"60466",1,1,1,0,2.30258509299405,58,33.64,1,5,1,0,2,0,0,0,NA,NA,0,1,0
"60467",0,0,NA,0,1.79175946922805,70,49,0,1,1,0,NA,1,0,0,NA,NA,0,1,0
