        1.00000        0.00000        0.00000        0.00000        0.00000        0.00000        1.00000        2.11836        0.48873        1.24570        0.50490       -0.09128        0.00000        0.00000        0.33000    99999.00000        3.00000
        1.00000        0.00000        0.00000        0.00000        1.00000    99999.00000    99999.00000    99999.00000    99999.00000        1.00000        1.00000    99999.00000        1.00000        1.00000        1.00000    99999.00000        0.33000
        0.00000        0.00000        1.00000        0.00000        1.00000        0.00000        0.50000        0.25000        0.00000        1.00000        1.00000        1.00000    99999.00000
        1.00000        0.00000        0.00000        0.00000        1.00000        0.00000        1.00000        1.96270        0.42645        1.24570        0.29890        0.47005        0.67000        0.00000        0.33000    99999.00000        2.00000
        1.00000        0.00000        1.00000        1.00000        1.00000    99999.00000    99999.00000    99999.00000    99999.00000        1.00000        1.00000    99999.00000        1.00000        1.00000        1.00000    99999.00000        0.00000
        0.00000        0.00000        0.00000        0.00000        1.00000        0.00000        0.00000        0.50000        0.00000        1.00000        1.00000        0.33000    99999.00000
        1.00000        1.00000        1.00000        1.00000        1.00000        1.00000        1.00000        1.94409        0.23033        1.24570        0.52820        1.30473        0.67000        1.00000        0.00000    99999.00000        2.00000
        1.00000        1.00000        0.00000        0.00000        1.00000    99999.00000    99999.00000    99999.00000    99999.00000        1.00000        1.00000    99999.00000        1.00000        0.00000        1.00000    99999.00000        0.00000
        0.67000        0.00000        0.00000        0.00000        1.00000        0.00000        0.00000        0.25000        0.00000        1.00000        1.00000        0.67000    99999.00000
        1.00000        1.00000        1.00000        1.00000        1.00000        1.00000        1.00000        1.87156        0.20373        1.24570        0.69650        1.08312        1.00000        0.33000        0.00000    99999.00000        3.00000
        1.00000        1.00000        0.00000        0.00000        1.00000    99999.00000    99999.00000    99999.00000    99999.00000        1.00000        1.00000    99999.00000        1.00000        0.00000        0.67000    99999.00000        0.33000
        0.67000        0.00000        0.00000        0.00000        1.00000        0.00000        0.50000        0.25000        1.00000        1.00000        1.00000        0.67000    99999.00000
        1.00000        0.00000        0.00000        0.00000        1.00000        0.00000        0.00000    99999.00000        0.94325        0.00000        0.00000    99999.00000    99999.00000    99999.00000    99999.00000    99999.00000        0.00000
        0.00000        0.00000        0.00000        0.00000        0.00000    99999.00000    99999.00000    99999.00000    99999.00000    99999.00000    99999.00000    99999.00000        0.00000        0.00000        0.00000    99999.00000        0.00000
        0.00000        0.00000        1.00000        0.00000        1.00000        0.00000        1.00000        0.50000        0.00000        0.00000    99999.00000    99999.00000        0.67000
        1.00000        0.00000        0.00000        1.00000        1.00000        1.00000        1.00000        2.58640        0.48873        2.49490        0.69650        1.05940        0.67000        0.67000        0.00000    99999.00000        3.00000
        3.00000        1.00000        0.00000        0.00000        1.00000    99999.00000    99999.00000    99999.00000    99999.00000        1.00000        1.00000    99999.00000        1.00000        0.00000        1.00000    99999.00000        1.00000
        1.00000        0.00000        1.00000        0.00000        1.00000        0.00000        0.50000        0.25000        0.00000        1.00000        1.00000        0.67000    99999.00000
        1.00000        0.00000        1.00000        1.00000        1.00000        1.00000        1.00000        2.45286        0.23033        1.87030        0.33660        0.77455        0.33000        0.67000        0.00000    99999.00000        2.00000
        2.00000        0.00000        0.00000        0.00000        1.00000    99999.00000    99999.00000    99999.00000    99999.00000        1.00000        1.00000    99999.00000        1.00000        0.50000        1.00000    99999.00000        0.33000
        1.00000        0.00000        0.00000        0.00000        1.00000        0.00000        0.00000        0.25000        0.00000        1.00000        1.00000        0.67000    99999.00000
        1.00000        0.00000        0.00000        0.00000        1.00000        0.00000        0.00000        1.73451        1.23744        1.87030        0.33080        0.52180        0.33000        0.33000        0.00000    99999.00000        2.00000
        2.00000        0.00000        0.00000        1.00000        1.00000    99999.00000    99999.00000    99999.00000    99999.00000        1.00000        1.00000    99999.00000        1.00000        1.00000        0.67000    99999.00000        0.00000
        0.00000        0.00000        1.00000        0.00000        1.00000        0.00000        1.00000        0.87500        0.00000        1.00000        1.00000        0.00000    99999.00000
        1.00000        1.00000        1.00000        1.00000        1.00000        0.00000        1.00000        0.64870        0.69404        1.24570        0.50490        0.74340        0.00000        1.00000        0.00000    99999.00000        3.00000
        1.00000        0.00000        0.00000        0.00000        1.00000    99999.00000    99999.00000    99999.00000    99999.00000        1.00000        0.00000    99999.00000        1.00000        0.00000        0.33000    99999.00000        0.00000
        0.00000        0.00000        0.00000        0.00000        1.00000        0.00000        0.50000        0.87500        1.00000        1.00000        1.00000        0.67000    99999.00000
